income,credit_score,employment_years,works_in_tech,has_stem_degree,plays_golf,favorite_color_blue,birth_month,gender,loan_approved
38598.89461131939,635.0014810006974,7.106797331738406,1,1,0,0,7,1,0
37856.1386173912,553.6730439863043,7.852692968502405,0,0,0,0,6,0,0
83984.1409152442,565.0821621661098,5.089644971615052,1,0,1,0,3,1,1
97921.9187966487,659.2496632337147,10.140745719422998,1,1,0,1,4,1,1
69340.69409852699,572.7302692595922,8.85852502076815,0,0,0,0,2,0,0
30356.906731281524,684.1231432021234,6.194400638173582,0,0,0,1,8,0,1
34681.74502107262,769.2114876706781,9.886301962646092,1,1,1,0,6,1,1
52397.45791220113,638.1155668079534,13.82404984668406,1,1,1,1,7,1,1
59627.90185776973,660.4120849588468,9.212690377951024,1,1,1,0,5,1,1
20364.022695806845,811.4477386268389,8.51796604514284,1,0,1,1,7,1,1
71691.13818739592,554.9919106098123,8.077256403418417,0,0,0,1,4,0,0
52565.399889187975,745.2988156144594,5.543307338295287,1,0,0,0,10,0,1
20000.0,735.6686078329985,8.608723853472704,0,0,0,0,4,0,0
22132.205526178088,718.3453871339027,9.957216725094636,0,1,1,1,11,1,1
34876.13979045009,753.3398280586105,7.0888101786856375,1,1,0,0,2,1,1
47814.269334768345,672.4459972766895,6.621162180537603,0,0,0,1,8,0,1
106678.36386511987,603.3656403520586,9.578597776876258,0,1,0,1,7,0,0
57145.13918418885,737.5658632976454,5.137527721183452,0,0,0,0,4,0,1
24776.84330304125,740.6273769370316,13.881407176505967,0,0,0,0,3,0,0
56618.924129214894,738.425112119463,6.0733866697481425,1,0,1,1,1,1,1
39437.36757638357,653.5601665855389,7.267098724948849,1,1,1,1,5,1,1
59742.74718600625,592.7044389109338,10.433716980428914,1,1,1,0,6,1,1
67417.03061106845,665.3089803289289,7.456337260490123,0,0,0,0,3,0,0
86276.91941671814,725.3784014054269,7.078718802063909,0,0,0,1,11,0,0
49271.40512989923,731.9481431887972,5.336911049654332,1,1,0,1,10,1,1
99168.81582799499,615.6259098340324,5.750732540138544,0,0,0,1,12,1,0
77240.67987608573,675.2298316901912,8.265975022856775,1,1,0,0,9,1,1
28776.813655634363,545.2977356411235,5.487787893886486,1,1,0,0,10,1,1
116295.66997245392,728.796008240468,5.4741835663669445,1,0,0,0,10,0,1
59809.83539810293,587.335299461995,9.721740079540956,1,0,0,1,9,1,1
24946.264880832947,712.8204287657238,7.5701993787223625,0,0,0,1,6,0,1
99587.39153691265,558.0556338087871,11.800259787671877,1,1,0,0,5,0,1
112333.32755595334,732.5132725147206,5.736952322390735,0,0,0,0,2,0,0
49009.242088413186,675.7468152018216,12.062370775302002,0,0,0,0,6,0,1
34890.49218873211,587.4913843506444,7.722202151276329,1,0,1,1,5,1,1
44828.75127639014,705.3085104864421,7.697196984148416,0,0,0,0,12,0,1
71441.951825531,602.7710646555736,8.589706699794739,0,0,0,1,3,1,1
88335.69965091543,709.9644029956103,12.076248212611443,1,0,0,0,12,1,1
67114.6199259072,628.0710819695423,10.506872378409154,0,0,1,0,11,0,0
53051.696254153096,512.316229949627,8.374360091582268,0,0,0,0,10,0,0
94940.35310913282,571.406700761525,6.899052967259507,1,0,0,0,3,1,1
40614.905808454336,615.5668233050172,10.018624179706752,0,0,0,0,1,0,1
80927.58015100722,759.4551218998862,12.184589513267031,1,0,0,1,9,0,1
41358.11604946164,722.091490442338,10.058744140361153,1,0,0,0,4,0,0
62930.68874032679,779.9089129857714,9.014843078898306,0,0,0,1,9,0,1
46593.12305628646,782.2908172823886,5.575147025688677,1,1,1,0,4,1,1
48324.43452041567,607.2199356327268,13.68437611777006,1,1,1,0,5,1,1
38678.4044761337,634.9210512192936,5.076180640837693,1,0,0,0,5,1,0
90345.62093542083,617.0976060535569,9.742974056119937,1,1,1,0,4,1,1
28012.218856743948,596.2791515759138,10.754548064942998,1,1,0,0,4,1,1
27793.03242353875,502.6804232530833,5.508427859900349,0,0,0,1,7,0,0
113629.80697535328,648.8201825586526,7.3270828199812525,1,1,1,0,12,1,1
79335.42693962995,547.1547525031111,11.55978379501567,1,1,0,0,7,1,1
20000.0,647.2662494772538,7.279167448532204,0,1,1,0,6,1,1
33042.237823687894,819.2616647650387,11.075972350994332,1,1,1,1,3,1,1
20000.0,609.2523922935433,7.389820283244909,0,0,0,1,6,0,0
21479.279197542346,665.5819204502454,8.08470322133652,0,0,0,1,9,0,1
20000.0,722.5318708647426,6.007782473450796,1,0,0,0,3,0,1
45890.31266918173,672.4233033572725,5.553090666057207,0,0,0,0,11,0,0
20000.0,673.3987350353837,8.162114276215902,1,1,0,0,7,1,0
51797.15770389315,621.0078053049536,6.292381685271573,1,1,1,0,11,1,1
20000.0,631.4497619951014,6.762141049939648,0,1,0,1,5,0,1
52487.3555951612,573.1991582249738,7.759064899232552,1,0,0,0,7,1,1
37552.51165639018,717.6836007111526,10.89089096550288,0,0,0,0,11,0,1
95058.58895565788,510.6806674708723,7.190120909972909,0,0,0,0,2,0,0
92340.70585236874,727.6870670705762,7.574555807628811,0,0,0,0,3,0,1
73560.36809030849,537.7041292203807,6.56639407444905,0,0,0,1,2,0,1
40201.586580163625,727.0085819261321,5.743913388333219,1,0,1,1,10,1,1
109561.4118578088,621.6945979030255,5.9943066694044465,0,0,0,0,7,0,1
20000.0,551.4505049493536,6.348955650003909,1,1,0,1,9,1,0
20000.0,696.3438916063709,7.567213807370023,1,1,0,0,12,1,1
47486.50700332806,724.301402806062,5.121005481246287,0,0,0,1,3,0,1
117621.14326763358,614.953708151717,8.170579976722564,1,1,0,0,11,1,1
43929.832793897374,707.6488438943146,8.042281828106194,1,1,0,0,11,1,1
44502.64270372154,467.193240426452,5.133615472833345,1,0,0,0,12,0,0
20000.0,544.3522968202719,10.763345515083923,1,0,0,1,7,0,1
78377.88755811135,753.3927144374983,13.541179000318753,0,0,0,0,10,0,0
78595.28762988062,632.1064580641668,6.191588701841894,0,0,0,0,7,0,1
73672.2560419973,501.0229338840922,8.317895195510815,0,0,0,0,3,0,1
31123.37981457913,594.0907055646405,6.724248517585811,0,0,1,1,11,1,1
28798.796948809828,576.1279621979935,8.102473235455736,1,1,0,0,12,1,1
20000.0,636.723061482166,5.532743089980029,0,0,0,0,5,0,0
52516.17505282801,620.3399212953882,6.513606111848366,1,1,0,0,12,0,1
20000.0,664.3145383150529,12.007683241093218,0,0,1,0,6,1,1
20000.0,644.442715870994,8.801262631274577,0,0,0,0,12,0,1
37289.27849267972,758.7791404029615,10.38918760075132,0,0,0,0,5,0,1
35325.314744473515,683.9638879775736,5.096191076476264,1,1,0,0,8,0,1
33860.64413534135,686.6137288954869,8.289443756459525,0,1,1,1,9,1,1
63993.33790520784,743.2125699115618,5.366600310404567,0,0,0,0,12,0,1
52371.43406450838,618.8984999656335,10.878365469734906,0,1,1,1,12,1,1
41355.31908466647,549.0498045313212,5.290248261025094,1,1,1,0,6,1,1
55490.387849344464,746.5576259705799,10.589957361443176,0,0,0,0,11,0,1
20254.188766861036,660.867339848649,12.994486101015756,1,1,1,0,2,1,1
53158.358717290335,661.1480966319143,11.67324447825806,0,0,0,0,2,0,1
54518.07478533901,599.3336062775811,6.914017896603437,1,1,0,0,4,1,1
20000.0,600.6515733517138,7.177027400166967,0,1,1,0,10,1,0
79870.81263111086,717.7377871016674,10.958591369166328,1,1,0,0,3,1,1
23556.988843190135,728.7724638510089,11.606939774903822,1,0,0,0,7,0,1
52709.29397619305,712.7058724597326,6.4344048609272315,1,1,1,0,12,1,1
84932.35221605812,713.436928435638,5.944279318460135,0,0,0,1,12,0,1
77770.30273141609,695.5223629807807,7.969100932828059,1,0,0,0,4,0,1
51030.00165706506,660.5218184062526,7.770560900403531,0,1,0,0,3,0,1
39125.02991353795,635.9696252543215,9.80549497405916,0,1,1,0,2,1,1
78425.35725726702,746.8259079953243,9.841394603988428,1,1,1,1,4,1,1
70240.8493342586,620.1023303607653,9.597672305088082,1,0,0,0,5,0,1
31449.0493986761,679.5983371104597,7.97012837521247,1,1,0,1,4,1,1
26153.19058994929,585.6789601636602,7.208069937287246,0,0,0,0,10,0,0
20000.0,597.256077051964,7.537992602911618,0,1,0,0,9,1,1
54620.95525050762,631.1076345714218,7.795781632939599,0,0,0,1,1,0,0
47519.06764944804,585.684929861827,11.819793691022568,0,1,1,1,9,1,1
84085.74123927628,713.828146038264,11.326804694899597,0,1,0,1,8,0,1
60771.652804411,542.1572598763977,5.227229586861833,1,1,1,0,9,1,1
90026.87582518072,657.9383698704859,6.989313721460886,0,0,0,1,11,0,1
29079.073162514876,660.6006477473745,5.80898097540168,0,0,0,0,3,0,0
84144.50992902854,505.1360337344255,6.721770815236276,0,0,0,0,9,0,0
34132.50862686035,614.7180943581113,11.451350104030542,1,1,1,0,9,1,1
73327.88185376817,670.4559630438514,11.181214163872433,1,1,1,0,2,1,1
20000.0,684.2982394635254,14.015743665176965,1,0,0,0,3,0,1
57054.058980985654,633.6554233119867,9.93113708854672,1,0,0,0,8,1,1
20000.0,704.1510563584573,8.075887567594071,1,1,0,0,7,1,1
41985.87542174736,641.2546994211167,7.638898682937756,1,1,1,0,2,1,1
63210.61981633741,651.0922329660045,5.952024762921803,1,0,1,0,10,1,1
34370.94346306713,670.1323095189243,5.006709268534401,0,0,0,0,9,0,0
20000.0,724.1599702987335,10.257384454866095,0,0,0,0,2,0,1
75383.55407887802,595.9425598067575,6.611131065780366,0,1,0,0,1,1,1
46896.116304592295,611.0542501985362,7.103655205151206,1,1,0,0,9,1,1
35312.880589079854,596.4882806616628,5.670619740469999,1,0,0,0,4,1,0
51256.8776346283,623.4241827086453,8.170660267360338,0,0,0,1,11,0,1
129100.07425836766,764.0987406463812,6.209290989725092,0,0,0,0,6,0,1
84605.08549344631,695.8180255463858,5.176090930982721,0,1,0,0,11,1,1
84877.2100456352,559.5128203864926,7.972336688745084,1,1,1,0,5,1,0
63066.38956977092,601.964242752906,5.45428696840653,1,1,0,0,4,1,1
54994.558177314415,679.8213779421121,9.318130815119822,1,1,1,0,4,1,1
20000.0,577.4793775253784,5.1605560239478185,1,1,1,0,3,1,0
29630.589606106038,591.9727967348194,5.355645431859598,0,0,0,1,4,0,0
35582.767603925764,757.5967732939318,14.618073538425255,0,0,0,0,4,0,1
20000.0,600.929949722145,5.921358156402015,1,1,1,1,7,1,1
20000.0,726.3733452823509,9.70352081841837,1,0,0,0,9,1,0
20000.0,750.425855162475,6.994557302066778,0,0,0,1,12,0,1
48850.28492907882,591.3230327064829,7.548638974203979,0,0,0,1,10,0,0
74562.97912546448,578.8029954754287,6.70535927066127,1,0,1,0,4,1,1
83203.23555872985,627.9094330815068,7.196088348487663,0,0,0,1,6,0,1
62443.53386237723,562.90978234611,7.3642677453402445,1,0,0,0,6,0,1
21098.10976404293,659.6827102802193,5.918863357647073,1,1,1,1,5,1,1
20000.0,633.547847051729,11.137147901214632,1,1,1,0,11,1,1
20000.0,678.8464012709042,7.900299748026006,0,1,0,1,5,1,1
20000.0,761.7554764986257,10.885462813012666,0,0,0,1,9,0,0
23334.20905892976,715.3987984616256,5.900797716732822,1,1,0,1,12,1,1
45207.5450602524,689.1391820329885,8.37330541290387,0,0,0,0,2,0,1
20000.0,492.7161269625666,6.406193903217529,0,0,0,0,6,0,0
60169.27681004784,685.47007856819,9.397556910917293,0,1,0,0,9,1,1
43031.79491601582,787.8102128563639,8.13823146955681,0,1,1,1,3,1,1
50316.371352230766,409.15819869491867,11.411075912301104,1,1,1,1,4,1,0
84207.51658013614,705.15060343805,10.558434215075305,1,0,0,0,6,1,1
20000.0,637.2513140194828,8.743468806985842,1,1,0,0,7,1,1
62561.13734877105,582.0163997581644,8.346613487383818,0,0,0,0,3,0,1
49580.8031457178,714.0902867129563,5.096903444241872,1,0,0,0,8,0,1
39995.41157090914,786.7764720485865,6.083261132198385,0,0,0,0,9,0,0
76557.6896259788,712.0184583070203,7.360173485109455,0,0,0,0,2,0,1
76370.42463671022,620.3046438990779,6.411232001332529,1,1,0,0,11,1,1
21605.276120347156,574.5224140473475,5.539897154203456,0,0,0,0,7,0,0
44535.182484262274,661.5702107031635,10.83164427267731,1,0,0,1,12,1,1
58436.35047752196,719.8535433905271,8.850000011733032,1,0,1,0,7,1,1
41809.79755932246,619.0357579013018,7.163648444039225,0,1,1,1,3,1,0
67550.63996863394,626.7693606679362,8.019986072505798,1,1,0,1,2,1,1
58435.76053730826,850.0,10.011243781534606,1,1,1,0,9,1,1
104976.83721068037,736.2921556767781,5.028056735389997,1,0,0,0,7,0,1
20000.0,742.0102942714906,8.114685390559528,1,0,0,0,4,0,1
46326.920307578075,533.1771275152951,6.963079296012158,1,0,0,0,11,1,1
22744.92465463427,593.4249056565232,7.017852334188267,0,0,0,1,12,0,0
68123.22366317132,655.9745311563391,6.152197888020263,0,0,0,1,10,0,1
20000.0,569.908995369188,9.301317618878398,1,1,1,1,5,1,1
60389.381306746596,778.0317839111435,8.255724442389276,0,0,0,0,7,0,1
31098.547059549768,762.8249845272517,8.066427644656843,1,1,0,0,9,1,1
27975.144016369577,607.3163730092757,5.741372413467654,0,0,1,0,5,1,0
20000.0,792.7134885285988,5.6093501861608015,1,0,0,0,7,1,1
36047.721613969814,649.6598322624046,5.010491269260399,0,0,0,0,1,0,1
82535.01590872777,850.0,5.182243026301642,0,0,0,0,5,0,1
49244.339494115615,661.5748904420029,5.836524418926576,1,1,1,0,11,1,1
68830.41253623423,696.0954200262738,7.068419354829915,0,1,0,1,8,0,1
99939.25465898825,761.9922752935647,6.772639943391704,1,1,0,1,2,1,1
57912.66754467727,752.2106679846247,11.287051892908861,0,1,1,0,8,1,1
33236.01283812978,690.8585652908715,5.526248743636971,1,0,0,0,5,1,1
64017.5664554837,638.7087744444931,11.02327759736306,0,0,0,1,8,0,0
33671.11561057124,691.1306159994496,7.542308813822826,0,0,0,0,2,0,1
34867.319501084916,584.7052662499108,8.070666227401134,1,1,1,0,8,1,0
20000.0,662.1706975091292,7.4431155905667845,0,0,0,0,5,0,1
77787.72473253177,561.2553974001604,5.467035821338864,0,0,0,0,4,0,0
38419.92273051682,507.5294687935759,13.445761188488984,1,1,1,0,9,1,0
55462.94737447586,654.0341411311555,8.891159256368105,0,1,1,1,12,1,0
20000.0,750.9822312537337,7.838694961005608,0,0,1,1,3,1,1
63078.42889146417,724.0643713276847,9.600341046950104,0,0,0,0,3,1,1
27141.762855947487,643.4470163419513,10.946176561348398,0,0,0,0,8,0,0
45748.73834894527,789.7591758540398,9.8964371719071,0,1,1,0,11,1,1
76334.78093717378,604.4750887322741,8.552176806553767,1,1,1,0,2,1,1
73722.77936697588,496.57338705615814,10.917217777673839,0,0,0,0,3,0,0
49339.097824491786,475.43189646392307,10.978311484116944,1,0,1,0,12,1,1
20000.0,555.5047247523427,5.684844847382855,1,1,1,1,8,1,0
139784.31710181924,715.3299794609783,6.453607932917697,0,1,1,0,9,1,1
102375.76910819407,599.2157853226091,8.421847456765992,1,1,1,0,11,1,1
71680.24474664895,686.8766913485841,14.57576426537632,1,1,0,1,1,1,1
27403.886552270877,781.7026706867182,12.263830784928778,0,0,0,0,8,0,1
46592.23514894106,561.9922429937756,5.450148256778374,0,0,0,1,10,0,1
33697.38710670449,688.2799785436712,8.664377608068584,1,1,1,0,7,1,1
87915.67817289165,693.1170458124577,5.240948950766363,1,0,1,1,2,1,1
57875.08672555501,581.1409609221517,6.968500203918696,0,1,0,0,1,1,1
26475.084249205014,758.3368740196066,14.2856730344646,1,1,1,0,7,1,1
35877.34702625654,626.9834355560419,6.53952949120284,1,0,0,0,8,1,0
83635.64427709713,619.2997615269593,8.391044845374715,1,1,0,0,1,1,1
98002.93540461434,818.9290574734378,6.1549293868547785,1,1,0,0,4,1,1
95849.94690458736,691.8213393893375,11.54736437090703,1,1,1,1,3,1,1
72710.96195161932,724.0232439748398,5.245699575506452,0,1,1,0,5,1,1
42421.2539359209,758.3914345217471,8.274969303446019,1,1,0,0,9,1,1
20000.0,597.9620800432626,8.621677004693751,1,1,1,1,12,1,1
58914.80071424665,749.9856877642943,11.08277709326687,0,0,0,1,1,0,1
49945.137234676986,609.8484708001864,7.4748104876285195,0,0,0,0,3,0,0
54199.462889640614,606.4301288529363,9.45205777574254,0,0,0,0,2,0,0
51616.920410996194,628.2400022153491,13.48057253665138,0,0,0,1,1,1,1
20000.0,600.2348132044036,10.896193566971714,0,0,0,1,12,0,0
66722.25670553558,715.772514612573,8.069488644905903,0,0,0,0,6,0,1
68966.4894209555,671.3768524116044,8.332685481683633,1,1,0,0,6,1,1
70470.16346178978,610.7020468306309,7.322018708872033,0,1,0,1,9,0,1
78397.3101072016,703.9604026523857,8.670313541637324,1,0,0,0,11,1,1
68121.54934764869,627.9854050090923,9.34296928386772,0,0,0,0,12,0,1
37699.117653832676,623.7543703708259,7.109412973840861,1,0,0,0,8,0,1
47874.89456251729,653.8947107921235,5.8104863834237985,1,0,1,0,2,1,1
52733.746017601305,687.0768284532974,10.44044804202725,0,0,0,1,11,0,1
53230.983473198554,681.1878119501936,9.421353352040466,0,0,0,0,9,0,1
79946.52967915189,620.9400654197735,11.46166777707465,1,0,1,0,6,1,1
69310.06259067473,717.7688965951522,8.155372994402047,1,1,1,0,9,1,1
112320.3031870986,632.2084679136275,10.198561497237883,0,0,0,0,7,0,1
116194.06939654016,597.6012409113025,7.924371330380272,1,1,0,0,8,1,1
52389.48747841775,532.5582680986118,5.227656653640705,0,1,0,1,10,0,1
20000.0,728.6542784799217,11.82115573845634,1,0,1,0,7,0,1
87104.973983818,650.9912060955206,9.612133662051793,1,1,0,0,8,1,1
33788.70983038837,666.8697886808412,12.650992823405552,0,0,1,0,9,1,1
25955.482345069795,733.6642332559612,11.571242323146476,1,1,0,0,6,1,1
38046.641750318995,611.8075014721747,9.203268243346812,1,0,0,1,10,1,1
36600.70859556181,540.0480601220697,12.680246718266229,1,0,1,0,7,1,1
68368.09430316178,655.5824561772175,6.162444338899659,1,1,1,0,2,1,1
20000.0,674.6369241664237,5.1874512474513,0,0,0,0,7,0,1
20000.0,628.9720747071701,8.633118239131953,1,0,1,0,1,1,1
60294.7566259225,767.8990062460936,6.15779125878953,0,0,0,1,11,0,1
68688.32091239924,451.1066745822915,6.492872717506657,0,0,0,0,10,0,0
69246.24934808037,739.6045310319827,6.941814485542771,0,0,0,0,4,0,0
26388.911632001033,713.292292029138,11.267191829939934,1,1,0,0,10,0,1
20652.0305220128,686.5416622160368,5.93176708848088,1,0,0,0,12,1,1
34800.95498636242,383.1278760424723,5.367667288277905,1,1,1,1,3,1,0
57196.18256854175,752.7111026616215,6.751384716450723,1,0,0,0,4,1,1
94564.3210781765,567.8852711491292,9.007259182249555,1,1,0,0,12,0,1
20000.0,609.384641729329,8.602123413173722,0,0,0,0,5,0,0
43378.137291249004,636.3525868167945,7.473507682026799,0,0,0,0,10,0,1
20000.0,682.593442772158,8.526654593636188,0,0,0,0,4,0,0
20000.0,701.154243375404,6.308464625162467,1,1,0,1,4,1,1
79008.6993603445,721.4272443455437,6.729918292985516,0,1,1,0,8,1,1
66338.73723498016,715.2682808062813,8.414592186456813,1,1,1,0,2,1,1
63483.005478417865,670.23417633705,8.747280174297032,0,0,0,0,1,0,1
77630.7751919298,683.2738127246073,5.123983078623628,1,1,0,1,8,1,1
35608.43309701592,562.7397027342203,6.471603917309059,1,0,1,0,12,1,1
37020.87450999415,589.9178554544782,6.433880520373852,0,1,0,0,11,1,1
115571.91850167722,721.6368178939865,6.230806482135748,1,1,0,0,7,1,1
42602.86837221277,716.9767589382946,9.661440399373685,0,0,0,0,12,0,1
72053.96339162273,707.9039533155536,8.984532622743677,0,1,0,0,2,0,1
50191.44622889945,608.8466590674778,9.511542130589806,0,0,0,1,3,0,0
20000.0,722.8393705554956,7.902737259402287,0,1,1,0,1,1,1
20000.0,557.1004438015714,6.641449278993402,1,0,0,1,11,0,1
32630.473401802858,736.1887847889818,9.537562141484841,1,0,0,0,6,0,1
81683.03755009967,629.1303359003288,9.864266075705627,0,0,0,0,4,0,1
73648.7496990801,784.7336325072506,8.07665998811489,0,0,0,0,8,0,1
77422.31492672101,528.2846326347612,11.753628736977834,0,0,1,0,3,1,0
20388.614631910543,791.0723236734817,7.632149564769716,1,1,1,0,1,1,1
98476.17470366941,621.082853666923,7.107155485694492,0,0,0,0,10,0,0
21053.20099440847,619.6416595190605,9.331507178207982,0,0,0,0,1,0,0
56384.73196009906,665.5871055188478,5.609195493185786,0,0,0,0,6,0,1
49689.4313027679,594.2336869759442,10.417360187967354,0,0,0,0,7,0,1
44783.78539056241,644.2136798958154,13.846921401584853,0,0,0,0,8,0,0
90157.76414886821,590.9898987783316,9.112646957064765,0,0,0,0,1,0,1
28846.684395021184,593.9149175216651,5.37820382089031,0,0,0,0,5,0,0
20000.0,688.9508760240458,7.797239494065439,1,0,1,0,5,1,1
50599.864586192576,577.8747603757188,5.060284877128848,0,1,1,0,6,1,1
38005.1979714042,588.5444611995614,12.34399345590017,0,0,0,0,9,0,0
151321.48757247938,540.1767000202873,7.618501656848178,1,0,0,1,3,0,1
70295.22429319925,609.6855456030928,8.806366382612868,1,0,0,0,11,1,1
37719.78274344127,754.9281623779137,7.707164167323491,0,1,1,0,1,1,1
20000.0,582.3253087917625,12.174685730557776,0,1,1,0,3,1,0
20000.0,591.4693387850207,9.488598971418634,0,0,0,0,8,1,0
20000.0,665.5137557185228,6.763539205766589,0,0,0,0,10,0,0
53448.25315277395,620.3362852960379,8.249371801805431,0,0,0,0,11,0,0
92819.85954784308,828.252354667972,12.568453943623425,0,0,1,1,3,1,1
83650.67427163757,636.9977628258995,7.912734852358118,0,0,0,0,7,0,0
56872.84494939138,676.8174676973897,8.758497264808671,1,0,1,0,9,1,1
40304.97002892546,725.5015027839457,13.958988750749132,1,1,0,0,8,1,1
58064.370692364624,723.9662292690281,8.060947015117597,1,1,0,0,11,1,1
34440.860075462726,668.6630065245904,10.696294570668341,0,0,0,0,11,0,1
101550.91987291627,637.1098010651199,12.880021425784129,1,0,1,0,5,1,0
44324.2945617476,811.9222829103405,10.305272867438314,0,0,0,0,11,0,1
47409.86425259819,642.0191779748586,9.028196190449368,1,1,1,1,11,1,1
20000.0,614.6647916457216,7.863786957537509,1,1,1,1,8,1,1
44136.954604317085,598.3320809364785,8.95841817102938,0,1,0,1,1,0,1
75094.52413894824,511.8557437834595,6.220953089009605,1,0,1,1,2,1,1
20000.0,715.729260178973,5.720661494916329,0,1,1,0,12,1,0
27478.389965215614,462.1545282319339,5.8083476257517175,1,0,0,0,3,0,0
73781.33053200995,649.5421727276064,6.390395083899143,0,0,0,0,4,0,0
